Customer_id,Recency,Frequency,Monetary,Recency_bin,Frequency_bin,Monetary_bin
CS3263,3181,20,1415,150+,5+,501+
CS3264,3156,17,1271,150+,5+,501+
CS3265,3252,20,1292,150+,5+,501+
CS3266,3365,16,973,150+,5+,501+
CS3267,3194,20,1393,150+,5+,501+
CS3268,3268,22,1685,150+,5+,501+
CS3269,3256,13,882,150+,5+,501+
CS3270,3124,33,2349,150+,5+,501+
CS3271,3161,26,1747,150+,5+,501+
CS3272,3176,19,1393,150+,5+,501+
CS3273,3125,18,1190,150+,5+,501+
CS3274,3168,26,1824,150+,5+,501+
CS3275,3125,18,1126,150+,5+,501+
CS3276,3141,24,1626,150+,5+,501+
CS3277,3180,20,1431,150+,5+,501+
CS3278,3134,27,1866,150+,5+,501+
CS3279,3122,21,1331,150+,5+,501+
CS3280,3192,18,1253,150+,5+,501+
CS3281,3224,15,961,150+,5+,501+
CS3282,3148,17,1239,150+,5+,501+
CS3283,3190,20,1338,150+,5+,501+
CS3284,3154,17,1139,150+,5+,501+
CS3285,3327,21,1619,150+,5+,501+
CS3286,3198,18,1150,150+,5+,501+
CS3287,3144,19,1297,150+,5+,501+
CS3288,3332,21,1496,150+,5+,501+
CS3289,3190,26,1963,150+,5+,501+
CS3290,3178,23,1639,150+,5+,501+
CS3291,3148,26,1994,150+,5+,501+
CS3292,3156,21,1592,150+,5+,501+
CS3293,3260,14,1000,150+,5+,501+
CS3294,3121,18,1225,150+,5+,501+
CS3295,3189,23,1655,150+,5+,501+
CS3296,3159,24,1560,150+,5+,501+
CS3297,3247,15,979,150+,5+,501+
CS3298,3121,23,1574,150+,5+,501+
CS3299,3219,23,1509,150+,5+,501+
CS3300,3129,16,966,150+,5+,501+
CS3301,3200,25,1668,150+,5+,501+
CS3302,3152,24,1702,150+,5+,501+
CS3303,3198,13,834,150+,5+,501+
CS3304,3295,24,1634,150+,5+,501+
CS3305,3147,23,1549,150+,5+,501+
CS3306,3140,14,1018,150+,5+,501+
CS3307,3182,13,1037,150+,5+,501+
CS3308,3165,14,975,150+,5+,501+
CS3309,3183,16,1159,150+,5+,501+
CS3310,3217,22,1595,150+,5+,501+
CS3311,3161,26,1850,150+,5+,501+
CS3312,3311,13,937,150+,5+,501+
CS3313,3188,23,1561,150+,5+,501+
CS3314,3145,15,1048,150+,5+,501+
CS3315,3136,26,1805,150+,5+,501+
CS3316,3121,16,1176,150+,5+,501+
CS3317,3128,8,565,150+,5+,501+
CS3318,3322,19,1437,150+,5+,501+
CS3319,3168,14,833,150+,5+,501+
CS3320,3158,14,928,150+,5+,501+
CS3321,3124,22,1487,150+,5+,501+
CS3322,3169,23,1814,150+,5+,501+
CS3323,3199,17,1145,150+,5+,501+
CS3324,3141,27,1905,150+,5+,501+
CS3325,3249,19,1194,150+,5+,501+
CS3326,3191,23,1588,150+,5+,501+
CS3327,3329,26,1843,150+,5+,501+
CS3328,3180,18,1260,150+,5+,501+
CS3329,3284,18,1164,150+,5+,501+
CS3330,3169,23,1490,150+,5+,501+
CS3331,3385,16,1124,150+,5+,501+
CS3332,3177,18,1441,150+,5+,501+
CS3333,3173,18,1300,150+,5+,501+
CS3334,3154,20,1339,150+,5+,501+
CS3335,3123,22,1651,150+,5+,501+
CS3336,3132,17,1167,150+,5+,501+
CS3337,3290,25,1579,150+,5+,501+
CS3338,3162,16,1092,150+,5+,501+
CS3339,3135,26,1966,150+,5+,501+
CS3340,3144,21,1399,150+,5+,501+
CS3341,3165,15,970,150+,5+,501+
CS3342,3144,18,1348,150+,5+,501+
CS3343,3226,24,1600,150+,5+,501+
CS3344,3295,11,769,150+,5+,501+
CS3345,3190,19,1399,150+,5+,501+
CS3346,3361,18,1430,150+,5+,501+
CS3347,3206,19,1297,150+,5+,501+
CS3348,3142,28,2024,150+,5+,501+
CS3349,3206,20,1483,150+,5+,501+
CS3350,3126,18,1300,150+,5+,501+
CS3351,3200,20,1370,150+,5+,501+
CS3352,3170,16,1190,150+,5+,501+
CS3353,3128,26,1823,150+,5+,501+
CS3354,3162,16,963,150+,5+,501+
CS3355,3142,30,2118,150+,5+,501+
CS3356,3186,31,2221,150+,5+,501+
CS3357,3249,22,1482,150+,5+,501+
CS3358,3452,23,1613,150+,5+,501+
CS3359,3131,25,1712,150+,5+,501+
CS3360,3275,22,1410,150+,5+,501+
CS3361,3271,17,1225,150+,5+,501+
CS3362,3244,30,2303,150+,5+,501+
CS3363,3216,23,1570,150+,5+,501+
CS3364,3194,15,1082,150+,5+,501+
CS3365,3275,23,1747,150+,5+,501+
CS3366,3157,24,1869,150+,5+,501+
CS3367,3165,16,1274,150+,5+,501+
CS3368,3146,26,1658,150+,5+,501+
CS3369,3166,25,1731,150+,5+,501+
CS3370,3125,9,616,150+,5+,501+
CS3371,3182,25,1820,150+,5+,501+
CS3372,3132,23,1642,150+,5+,501+
CS3373,3121,25,1597,150+,5+,501+
CS3374,3186,18,1195,150+,5+,501+
CS3375,3190,18,1159,150+,5+,501+
CS3376,3142,18,1149,150+,5+,501+
CS3377,3181,23,1892,150+,5+,501+
CS3378,3217,10,749,150+,5+,501+
CS3379,3223,14,1078,150+,5+,501+
CS3380,3233,15,1114,150+,5+,501+
CS3381,3281,14,982,150+,5+,501+
CS3382,3133,24,1666,150+,5+,501+
CS3383,3136,26,1764,150+,5+,501+
CS3384,3130,21,1526,150+,5+,501+
CS3385,3177,13,778,150+,5+,501+
CS3386,3294,20,1430,150+,5+,501+
CS3387,3145,13,1064,150+,5+,501+
CS3388,3150,22,1337,150+,5+,501+
CS3389,3250,16,1132,150+,5+,501+
CS3390,3189,17,1208,150+,5+,501+
CS3391,3236,19,1459,150+,5+,501+
CS3392,3224,16,1169,150+,5+,501+
CS3393,3139,14,976,150+,5+,501+
CS3394,3199,17,1365,150+,5+,501+
CS3395,3150,11,637,150+,5+,501+
CS3396,3148,17,1102,150+,5+,501+
CS3397,3189,20,1406,150+,5+,501+
CS3398,3151,21,1581,150+,5+,501+
CS3399,3360,17,1206,150+,5+,501+
CS3400,3138,24,1615,150+,5+,501+
CS3401,3128,20,1460,150+,5+,501+
CS3402,3215,18,1246,150+,5+,501+
CS3403,3127,22,1536,150+,5+,501+
CS3404,3134,21,1545,150+,5+,501+
CS3405,3192,12,837,150+,5+,501+
CS3406,3186,23,1506,150+,5+,501+
CS3407,3182,15,1025,150+,5+,501+
CS3408,3127,21,1515,150+,5+,501+
CS3409,3152,27,2106,150+,5+,501+
CS3410,3127,26,1942,150+,5+,501+
CS3411,3135,21,1556,150+,5+,501+
CS3412,3250,18,1349,150+,5+,501+
CS3413,3127,13,936,150+,5+,501+
CS3414,3177,28,2105,150+,5+,501+
CS3415,3130,22,1682,150+,5+,501+
CS3416,3142,20,1441,150+,5+,501+
CS3417,3127,29,1954,150+,5+,501+
CS3418,3158,17,1200,150+,5+,501+
CS3419,3161,22,1635,150+,5+,501+
CS3420,3126,28,1768,150+,5+,501+
CS3421,3139,24,1617,150+,5+,501+
CS3422,3399,14,930,150+,5+,501+
CS3423,3147,17,1165,150+,5+,501+
CS3424,3147,17,1219,150+,5+,501+
CS3425,3143,20,1366,150+,5+,501+
CS3426,3167,28,1896,150+,5+,501+
CS3427,3135,16,1174,150+,5+,501+
CS3428,3263,22,1553,150+,5+,501+
CS3429,3268,22,1599,150+,5+,501+
CS3430,3184,15,1006,150+,5+,501+
CS3431,3238,22,1661,150+,5+,501+
CS3432,3190,16,1092,150+,5+,501+
CS3433,3140,20,1354,150+,5+,501+
CS3434,3301,21,1429,150+,5+,501+
CS3435,3162,16,1041,150+,5+,501+
CS3436,3234,17,1256,150+,5+,501+
CS3437,3159,17,1329,150+,5+,501+
CS3438,3321,17,1175,150+,5+,501+
CS3439,3163,21,1320,150+,5+,501+
CS3440,3133,29,1905,150+,5+,501+
CS3441,3202,26,1721,150+,5+,501+
CS3442,3130,26,1850,150+,5+,501+
CS3443,3270,16,1113,150+,5+,501+
CS3444,3183,20,1453,150+,5+,501+
CS3445,3360,13,839,150+,5+,501+
CS3446,3138,12,837,150+,5+,501+
CS3447,3211,24,1810,150+,5+,501+
CS3448,3162,21,1640,150+,5+,501+
CS3449,3182,16,1048,150+,5+,501+
CS3450,3288,23,1690,150+,5+,501+
CS3451,3134,23,1736,150+,5+,501+
CS3452,3134,24,1714,150+,5+,501+
CS3453,3149,25,1726,150+,5+,501+
CS3454,3156,21,1434,150+,5+,501+
CS3455,3412,21,1292,150+,5+,501+
CS3456,3188,23,1679,150+,5+,501+
CS3457,3156,14,1048,150+,5+,501+
CS3458,3124,18,1181,150+,5+,501+
CS3459,3181,21,1361,150+,5+,501+
CS3460,3174,19,1440,150+,5+,501+
CS3461,3159,15,997,150+,5+,501+
CS3462,3216,24,1843,150+,5+,501+
CS3463,3189,21,1500,150+,5+,501+
CS3464,3149,20,1321,150+,5+,501+
CS3465,3154,20,1286,150+,5+,501+
CS3466,3132,21,1429,150+,5+,501+
CS3467,3246,12,813,150+,5+,501+
CS3468,3186,24,1830,150+,5+,501+
CS3469,3203,22,1516,150+,5+,501+
CS3470,3183,30,2035,150+,5+,501+
CS3471,3247,21,1538,150+,5+,501+
CS3472,3194,17,1115,150+,5+,501+
CS3473,3187,20,1406,150+,5+,501+
CS3474,3205,17,1113,150+,5+,501+
CS3475,3185,25,1811,150+,5+,501+
CS3476,3198,18,1322,150+,5+,501+
CS3477,3190,31,1978,150+,5+,501+
CS3478,3129,21,1391,150+,5+,501+
CS3479,3136,14,1015,150+,5+,501+
CS3480,3127,27,1890,150+,5+,501+
CS3481,3132,24,1601,150+,5+,501+
CS3482,3202,17,1208,150+,5+,501+
CS3483,3237,29,1977,150+,5+,501+
CS3484,3274,13,867,150+,5+,501+
CS3485,3299,25,1633,150+,5+,501+
CS3486,3276,16,1147,150+,5+,501+
CS3487,3466,9,703,150+,5+,501+
CS3488,3164,22,1490,150+,5+,501+
CS3489,3151,19,1357,150+,5+,501+
CS3490,3128,18,1155,150+,5+,501+
CS3491,3140,18,1165,150+,5+,501+
CS3492,3129,26,1826,150+,5+,501+
CS3493,3292,20,1397,150+,5+,501+
CS3494,3197,15,1074,150+,5+,501+
CS3495,3272,19,1326,150+,5+,501+
CS3496,3156,16,1254,150+,5+,501+
CS3497,3217,11,900,150+,5+,501+
CS3498,3132,22,1480,150+,5+,501+
CS3499,3187,21,1330,150+,5+,501+
CS3500,3153,21,1495,150+,5+,501+
CS3501,3131,27,2083,150+,5+,501+
CS3502,3232,17,1057,150+,5+,501+
CS3503,3155,17,1143,150+,5+,501+
CS3504,3130,30,2207,150+,5+,501+
CS3505,3188,23,1627,150+,5+,501+
CS3506,3316,14,906,150+,5+,501+
CS3507,3141,15,1054,150+,5+,501+
CS3508,3166,20,1453,150+,5+,501+
CS3509,3172,28,2151,150+,5+,501+
CS3510,3185,23,1603,150+,5+,501+
CS3511,3129,20,1390,150+,5+,501+
CS3512,3129,16,1215,150+,5+,501+
CS3513,3256,15,1154,150+,5+,501+
CS3514,3182,20,1532,150+,5+,501+
CS3515,3165,25,1679,150+,5+,501+
CS3516,3139,14,941,150+,5+,501+
CS3517,3122,24,1654,150+,5+,501+
CS3518,3130,25,1560,150+,5+,501+
CS3519,3162,22,1668,150+,5+,501+
CS3520,3162,24,1678,150+,5+,501+
CS3521,3227,21,1506,150+,5+,501+
CS3522,3218,11,742,150+,5+,501+
CS3523,3129,17,1089,150+,5+,501+
CS3524,3162,22,1475,150+,5+,501+
CS3525,3178,17,1269,150+,5+,501+
CS3526,3131,24,1583,150+,5+,501+
CS3527,3164,17,1031,150+,5+,501+
CS3528,3255,21,1407,150+,5+,501+
CS3529,3233,21,1465,150+,5+,501+
CS3530,3232,30,2186,150+,5+,501+
CS3531,3155,22,1611,150+,5+,501+
CS3532,3379,14,1007,150+,5+,501+
CS3533,3176,19,1406,150+,5+,501+
CS3534,3173,15,1095,150+,5+,501+
CS3535,3208,19,1281,150+,5+,501+
CS3536,3217,21,1689,150+,5+,501+
CS3537,3449,15,1029,150+,5+,501+
CS3538,3159,12,934,150+,5+,501+
CS3539,3129,19,1406,150+,5+,501+
CS3540,3133,23,1646,150+,5+,501+
CS3541,3155,26,1932,150+,5+,501+
CS3542,3231,21,1595,150+,5+,501+
CS3543,3164,24,1676,150+,5+,501+
CS3544,3185,20,1444,150+,5+,501+
CS3545,3154,20,1368,150+,5+,501+
CS3546,3202,16,1130,150+,5+,501+
CS3547,3145,21,1531,150+,5+,501+
CS3548,3158,19,1398,150+,5+,501+
CS3549,3133,19,1441,150+,5+,501+
CS3550,3195,20,1403,150+,5+,501+
CS3551,3122,18,1205,150+,5+,501+
CS3552,3123,21,1467,150+,5+,501+
CS3553,3126,14,1098,150+,5+,501+
CS3554,3159,17,1305,150+,5+,501+
CS3555,3237,18,1194,150+,5+,501+
CS3556,3241,13,853,150+,5+,501+
CS3557,3127,24,1872,150+,5+,501+
CS3558,3133,20,1449,150+,5+,501+
CS3559,3141,23,1536,150+,5+,501+
CS3560,3123,20,1473,150+,5+,501+
CS3561,3161,28,1967,150+,5+,501+
CS3562,3211,16,1274,150+,5+,501+
CS3563,3136,21,1486,150+,5+,501+
CS3564,3172,20,1330,150+,5+,501+
CS3565,3146,13,876,150+,5+,501+
CS3566,3135,21,1505,150+,5+,501+
CS3567,3272,15,1044,150+,5+,501+
CS3568,3166,26,1863,150+,5+,501+
CS3569,3152,23,1668,150+,5+,501+
CS3570,3122,23,1550,150+,5+,501+
CS3571,3173,19,1276,150+,5+,501+
CS3572,3345,19,1323,150+,5+,501+
CS3573,3370,13,952,150+,5+,501+
CS3574,3138,22,1482,150+,5+,501+
CS3575,3137,16,1069,150+,5+,501+
CS3576,3189,20,1414,150+,5+,501+
CS3577,3140,20,1388,150+,5+,501+
CS3578,3238,16,1063,150+,5+,501+
CS3579,3198,24,1566,150+,5+,501+
CS3580,3545,19,1413,150+,5+,501+
CS3581,3181,20,1350,150+,5+,501+
CS3582,3292,20,1459,150+,5+,501+
CS3583,3156,17,1084,150+,5+,501+
CS3584,3143,20,1564,150+,5+,501+
CS3585,3157,15,1096,150+,5+,501+
CS3586,3173,23,1675,150+,5+,501+
CS3587,3221,21,1466,150+,5+,501+
CS3588,3152,25,1815,150+,5+,501+
CS3589,3192,20,1388,150+,5+,501+
CS3590,3192,16,1067,150+,5+,501+
CS3591,3191,28,1757,150+,5+,501+
CS3592,3132,27,1804,150+,5+,501+
CS3593,3130,23,1649,150+,5+,501+
CS3594,3186,26,1999,150+,5+,501+
CS3595,3127,19,1293,150+,5+,501+
CS3596,3134,22,1601,150+,5+,501+
CS3597,3183,23,1618,150+,5+,501+
CS3598,3215,20,1398,150+,5+,501+
CS3599,3185,20,1375,150+,5+,501+
CS3600,3222,17,1138,150+,5+,501+
CS3601,3222,11,768,150+,5+,501+
CS3602,3138,20,1566,150+,5+,501+
CS3603,3172,16,1050,150+,5+,501+
CS3604,3131,19,1175,150+,5+,501+
CS3605,3183,16,998,150+,5+,501+
CS3606,3147,16,1150,150+,5+,501+
CS3607,3136,20,1432,150+,5+,501+
CS3608,3238,17,1159,150+,5+,501+
CS3609,3158,18,1202,150+,5+,501+
CS3610,3144,28,1910,150+,5+,501+
CS3611,3152,22,1729,150+,5+,501+
CS3612,3182,26,1650,150+,5+,501+
CS3613,3213,18,1397,150+,5+,501+
CS3614,3177,20,1328,150+,5+,501+
CS3615,3175,31,2263,150+,5+,501+
CS3616,3177,15,1023,150+,5+,501+
CS3617,3144,22,1606,150+,5+,501+
CS3618,3260,23,1539,150+,5+,501+
CS3619,3125,25,1740,150+,5+,501+
CS3620,3140,22,1518,150+,5+,501+
CS3621,3200,28,1885,150+,5+,501+
CS3622,3134,24,1760,150+,5+,501+
CS3623,3180,22,1539,150+,5+,501+
CS3624,3276,23,1613,150+,5+,501+
CS3625,3187,16,1087,150+,5+,501+
CS3626,3195,23,1521,150+,5+,501+
CS3627,3227,19,1259,150+,5+,501+
CS3628,3166,21,1296,150+,5+,501+
CS3629,3122,20,1364,150+,5+,501+
CS3630,3142,25,1821,150+,5+,501+
CS3631,3153,22,1481,150+,5+,501+
CS3632,3124,27,1947,150+,5+,501+
CS3633,3214,17,1263,150+,5+,501+
CS3634,3215,15,1008,150+,5+,501+
CS3635,3162,22,1559,150+,5+,501+
CS3636,3132,14,932,150+,5+,501+
CS3637,3157,25,1752,150+,5+,501+
CS3638,3171,13,868,150+,5+,501+
CS3639,3128,20,1396,150+,5+,501+
CS3640,3158,17,1117,150+,5+,501+
CS3641,3157,21,1454,150+,5+,501+
CS3642,3342,14,977,150+,5+,501+
CS3643,3186,18,1153,150+,5+,501+
CS3644,3154,18,1188,150+,5+,501+
CS3645,3158,27,1887,150+,5+,501+
CS3646,3190,22,1494,150+,5+,501+
CS3647,3134,19,1223,150+,5+,501+
CS3648,3124,17,1054,150+,5+,501+
CS3649,3139,21,1450,150+,5+,501+
CS3650,3249,20,1353,150+,5+,501+
CS3651,3299,18,1285,150+,5+,501+
CS3652,3158,19,1362,150+,5+,501+
CS3653,3148,22,1456,150+,5+,501+
CS3654,3160,19,1627,150+,5+,501+
CS3655,3167,22,1428,150+,5+,501+
CS3656,3398,17,1237,150+,5+,501+
CS3657,3173,22,1560,150+,5+,501+
CS3658,3167,27,1732,150+,5+,501+
CS3659,3150,21,1529,150+,5+,501+
CS3660,3159,16,1148,150+,5+,501+
CS3661,3128,24,1614,150+,5+,501+
CS3662,3161,23,1721,150+,5+,501+
CS3663,3164,17,1177,150+,5+,501+
CS3664,3131,20,1462,150+,5+,501+
CS3665,3199,14,1040,150+,5+,501+
CS3666,3269,19,1333,150+,5+,501+
CS3667,3148,19,1286,150+,5+,501+
CS3668,3255,17,1276,150+,5+,501+
CS3669,3128,15,1109,150+,5+,501+
CS3670,3141,20,1344,150+,5+,501+
CS3671,3229,21,1341,150+,5+,501+
CS3672,3173,20,1546,150+,5+,501+
CS3673,3123,24,1954,150+,5+,501+
CS3674,3325,17,1181,150+,5+,501+
CS3675,3158,17,1157,150+,5+,501+
CS3676,3162,20,1273,150+,5+,501+
CS3677,3134,12,784,150+,5+,501+
CS3678,3165,18,1306,150+,5+,501+
CS3679,3363,20,1326,150+,5+,501+
CS3680,3210,13,1036,150+,5+,501+
CS3681,3125,21,1329,150+,5+,501+
CS3682,3313,19,1344,150+,5+,501+
CS3683,3140,21,1535,150+,5+,501+
CS3684,3621,15,1008,150+,5+,501+
CS3685,3132,24,1601,150+,5+,501+
CS3686,3260,19,1345,150+,5+,501+
CS3687,3150,15,1108,150+,5+,501+
CS3688,3136,27,2014,150+,5+,501+
CS3689,3194,21,1515,150+,5+,501+
CS3690,3140,19,1362,150+,5+,501+
CS3691,3351,15,1027,150+,5+,501+
CS3692,3177,25,1804,150+,5+,501+
CS3693,3399,16,1182,150+,5+,501+
CS3694,3205,19,1377,150+,5+,501+
CS3695,3123,24,1587,150+,5+,501+
CS3696,3326,21,1387,150+,5+,501+
CS3697,3132,21,1521,150+,5+,501+
CS3698,3132,14,854,150+,5+,501+
CS3699,3147,24,1692,150+,5+,501+
CS3700,3154,11,884,150+,5+,501+
CS3701,3275,16,1296,150+,5+,501+
CS3702,3186,30,2175,150+,5+,501+
CS3703,3230,19,1340,150+,5+,501+
CS3704,3341,17,1188,150+,5+,501+
CS3705,3183,23,1684,150+,5+,501+
CS3706,3132,29,1929,150+,5+,501+
CS3707,3131,18,1226,150+,5+,501+
CS3708,3136,20,1520,150+,5+,501+
CS3709,3177,15,1040,150+,5+,501+
CS3710,3123,22,1446,150+,5+,501+
CS3711,3361,24,1852,150+,5+,501+
CS3712,3141,20,1497,150+,5+,501+
CS3713,3173,25,1752,150+,5+,501+
CS3714,3155,22,1612,150+,5+,501+
CS3715,3140,19,1382,150+,5+,501+
CS3716,3152,14,919,150+,5+,501+
CS3717,3247,11,614,150+,5+,501+
CS3718,3191,21,1485,150+,5+,501+
CS3719,3127,18,1430,150+,5+,501+
CS3720,3173,17,1162,150+,5+,501+
CS3721,3130,29,1965,150+,5+,501+
CS3722,3167,13,901,150+,5+,501+
CS3723,3160,19,1372,150+,5+,501+
CS3724,3323,18,1235,150+,5+,501+
CS3725,3141,14,921,150+,5+,501+
CS3726,3142,27,1927,150+,5+,501+
CS3727,3228,25,1839,150+,5+,501+
CS3728,3140,15,1006,150+,5+,501+
CS3729,3208,22,1618,150+,5+,501+
CS3730,3136,17,1270,150+,5+,501+
CS3731,3196,16,1043,150+,5+,501+
CS3732,3291,18,1283,150+,5+,501+
CS3733,3122,22,1593,150+,5+,501+
CS3734,3221,20,1355,150+,5+,501+
CS3735,3348,25,1776,150+,5+,501+
CS3736,3220,20,1314,150+,5+,501+
CS3737,3129,15,1111,150+,5+,501+
CS3738,3156,19,1165,150+,5+,501+
CS3739,3145,25,1657,150+,5+,501+
CS3740,3126,17,1071,150+,5+,501+
CS3741,3131,19,1305,150+,5+,501+
CS3742,3130,21,1413,150+,5+,501+
CS3743,3140,19,1424,150+,5+,501+
CS3744,3125,22,1654,150+,5+,501+
CS3745,3193,17,1178,150+,5+,501+
CS3746,3194,19,1475,150+,5+,501+
CS3747,3131,20,1449,150+,5+,501+
CS3748,3234,13,829,150+,5+,501+
CS3749,3133,23,1658,150+,5+,501+
CS3750,3149,17,1262,150+,5+,501+
CS3751,3158,21,1515,150+,5+,501+
CS3752,3153,26,1922,150+,5+,501+
CS3753,3224,20,1412,150+,5+,501+
CS3754,3216,25,1886,150+,5+,501+
CS3755,3195,22,1442,150+,5+,501+
CS3756,3151,19,1271,150+,5+,501+
CS3757,3288,22,1559,150+,5+,501+
CS3758,3355,22,1493,150+,5+,501+
CS3759,3238,23,1646,150+,5+,501+
CS3760,3290,22,1348,150+,5+,501+
CS3761,3153,24,1732,150+,5+,501+
CS3762,3141,22,1508,150+,5+,501+
CS3763,3122,15,1101,150+,5+,501+
CS3764,3207,16,926,150+,5+,501+
CS3765,3196,17,1080,150+,5+,501+
CS3766,3299,7,561,150+,5+,501+
CS3767,3193,21,1336,150+,5+,501+
CS3768,3144,21,1597,150+,5+,501+
CS3769,3138,22,1403,150+,5+,501+
CS3770,3155,28,1914,150+,5+,501+
CS3771,3133,24,1777,150+,5+,501+
CS3772,3202,18,1137,150+,5+,501+
CS3773,3138,21,1431,150+,5+,501+
CS3774,3458,18,1199,150+,5+,501+
CS3775,3138,26,1773,150+,5+,501+
CS3776,3190,23,1698,150+,5+,501+
CS3777,3130,22,1591,150+,5+,501+
CS3778,3145,31,2055,150+,5+,501+
CS3779,3131,20,1494,150+,5+,501+
CS3780,3162,13,794,150+,5+,501+
CS3781,3122,12,885,150+,5+,501+
CS3782,3340,14,1088,150+,5+,501+
CS3783,3145,19,1505,150+,5+,501+
CS3784,3195,18,1268,150+,5+,501+
CS3785,3169,21,1616,150+,5+,501+
CS3786,3167,18,1254,150+,5+,501+
CS3787,3125,22,1558,150+,5+,501+
CS3788,3193,22,1292,150+,5+,501+
CS3789,3121,20,1509,150+,5+,501+
CS3790,3121,19,1410,150+,5+,501+
CS3791,3121,25,1761,150+,5+,501+
CS3792,3245,13,1017,150+,5+,501+
CS3793,3147,27,1694,150+,5+,501+
CS3794,3179,25,1704,150+,5+,501+
CS3795,3149,26,1885,150+,5+,501+
CS3796,3155,19,1312,150+,5+,501+
CS3797,3125,19,1273,150+,5+,501+
CS3798,3220,19,1458,150+,5+,501+
CS3799,3272,36,2513,150+,5+,501+
CS3800,3131,16,1022,150+,5+,501+
CS3801,3181,20,1422,150+,5+,501+
CS3802,3147,25,1794,150+,5+,501+
CS3803,3476,14,951,150+,5+,501+
CS3804,3360,21,1591,150+,5+,501+
CS3805,3216,35,2453,150+,5+,501+
CS3806,3281,14,1030,150+,5+,501+
CS3807,3192,20,1522,150+,5+,501+
CS3808,3152,26,2058,150+,5+,501+
CS3809,3157,21,1418,150+,5+,501+
CS3810,3333,14,1027,150+,5+,501+
CS3811,3220,18,1386,150+,5+,501+
CS3812,3145,26,1789,150+,5+,501+
CS3813,3209,24,1641,150+,5+,501+
CS3814,3165,17,1228,150+,5+,501+
CS3815,3314,14,1018,150+,5+,501+
CS3816,3158,19,1376,150+,5+,501+
CS3817,3137,29,2094,150+,5+,501+
CS3818,3238,18,1299,150+,5+,501+
CS3819,3292,27,1920,150+,5+,501+
CS3820,3198,20,1314,150+,5+,501+
CS3821,3155,30,2240,150+,5+,501+
CS3822,3126,29,2101,150+,5+,501+
CS3823,3125,24,1699,150+,5+,501+
CS3824,3195,22,1420,150+,5+,501+
CS3825,3274,17,1193,150+,5+,501+
CS3826,3158,24,1583,150+,5+,501+
CS3827,3355,21,1487,150+,5+,501+
CS3828,3211,28,2055,150+,5+,501+
CS3829,3159,19,1273,150+,5+,501+
CS3830,3187,21,1526,150+,5+,501+
CS3831,3141,20,1317,150+,5+,501+
CS3832,3162,21,1450,150+,5+,501+
CS3833,3288,19,1339,150+,5+,501+
CS3834,3132,23,1642,150+,5+,501+
CS3835,3279,9,659,150+,5+,501+
CS3836,3154,22,1541,150+,5+,501+
CS3837,3354,11,799,150+,5+,501+
CS3838,3276,18,1311,150+,5+,501+
CS3839,3138,29,2028,150+,5+,501+
CS3840,3221,25,1558,150+,5+,501+
CS3841,3311,20,1193,150+,5+,501+
CS3842,3302,29,2124,150+,5+,501+
CS3843,3237,18,1373,150+,5+,501+
CS3844,3215,22,1544,150+,5+,501+
CS3845,3147,17,1246,150+,5+,501+
CS3846,3130,18,1063,150+,5+,501+
CS3847,3543,20,1266,150+,5+,501+
CS3848,3346,23,1607,150+,5+,501+
CS3849,3333,20,1372,150+,5+,501+
CS3850,3121,19,1462,150+,5+,501+
CS3851,3165,28,2072,150+,5+,501+
CS3852,3139,20,1190,150+,5+,501+
CS3853,3226,19,1382,150+,5+,501+
CS3854,3151,18,1477,150+,5+,501+
CS3855,3146,16,1096,150+,5+,501+
CS3856,3306,14,925,150+,5+,501+
CS3857,3198,19,1227,150+,5+,501+
CS3858,3294,15,1105,150+,5+,501+
CS3859,3231,19,1322,150+,5+,501+
CS3860,3130,21,1653,150+,5+,501+
CS3861,3148,16,1101,150+,5+,501+
CS3862,3166,22,1571,150+,5+,501+
CS3863,3152,23,1663,150+,5+,501+
CS3864,3259,25,1880,150+,5+,501+
CS3865,3253,17,1248,150+,5+,501+
CS3866,3122,17,1200,150+,5+,501+
CS3867,3329,15,969,150+,5+,501+
CS3868,3137,24,1650,150+,5+,501+
CS3869,3335,22,1647,150+,5+,501+
CS3870,3140,14,1108,150+,5+,501+
CS3871,3123,21,1402,150+,5+,501+
CS3872,3136,17,1199,150+,5+,501+
CS3873,3139,17,1112,150+,5+,501+
CS3874,3132,21,1473,150+,5+,501+
CS3875,3229,22,1460,150+,5+,501+
CS3876,3169,29,1993,150+,5+,501+
CS3877,3124,22,1383,150+,5+,501+
CS3878,3138,14,1060,150+,5+,501+
CS3879,3154,24,1920,150+,5+,501+
CS3880,3290,22,1618,150+,5+,501+
CS3881,3123,20,1439,150+,5+,501+
CS3882,3197,19,1415,150+,5+,501+
CS3883,3200,21,1546,150+,5+,501+
CS3884,3131,24,1859,150+,5+,501+
CS3885,3135,28,2129,150+,5+,501+
CS3886,3214,19,1378,150+,5+,501+
CS3887,3172,18,1366,150+,5+,501+
CS3888,3147,20,1339,150+,5+,501+
CS3889,3293,21,1374,150+,5+,501+
CS3890,3144,20,1514,150+,5+,501+
CS3891,3132,21,1402,150+,5+,501+
CS3892,3268,13,863,150+,5+,501+
CS3893,3146,18,1289,150+,5+,501+
CS3894,3203,23,1765,150+,5+,501+
CS3895,3216,25,1562,150+,5+,501+
CS3896,3147,18,1320,150+,5+,501+
CS3897,3185,30,2141,150+,5+,501+
CS3898,3237,22,1498,150+,5+,501+
CS3899,3170,17,1260,150+,5+,501+
